_id,libno,time,in,out
64741,775160,2020-07-31T16:00:00,50,46
64742,775160,2020-07-31T17:00:00,35,40
64743,775160,2020-07-31T18:00:00,13,16
64744,775160,2020-07-31T19:00:00,11,10
64745,775160,2020-07-31T20:00:00,10,12
64746,775160,2020-07-31T21:00:00,4,6
64747,775160,2020-07-31T22:00:00,1,1
64748,775167,2020-07-31T07:00:00,2,1
64749,775167,2020-07-31T08:00:00,2,2
64750,775167,2020-07-31T09:00:00,9,9
64751,775167,2020-07-31T10:00:00,18,17
64752,775167,2020-07-31T11:00:00,19,17
64753,775167,2020-07-31T12:00:00,17,21
64754,775167,2020-07-31T13:00:00,19,16
64755,775167,2020-07-31T14:00:00,15,17
64756,775167,2020-07-31T15:00:00,27,24
64757,775167,2020-07-31T16:00:00,10,13
64758,775167,2020-07-31T17:00:00,4,5
64759,775167,2020-07-31T18:00:00,3,0
64760,775167,2020-07-31T19:00:00,11,11
64761,775167,2020-07-31T20:00:00,3,6
64762,775167,2020-07-31T21:00:00,2,2
64763,775100,2020-08-01T06:00:00,2,0
64764,775100,2020-08-01T07:00:00,0,1
64765,775100,2020-08-01T09:00:00,14,0
64766,775100,2020-08-01T10:00:00,247,140
64767,775100,2020-08-01T11:00:00,264,249
64768,775100,2020-08-01T12:00:00,314,306
64769,775100,2020-08-01T13:00:00,320,305
64770,775100,2020-08-01T14:00:00,357,314
64771,775100,2020-08-01T15:00:00,275,418
64772,775100,2020-08-01T16:00:00,7,49
64773,775100,2020-08-01T19:00:00,1,2
64774,775120,2020-08-01T07:00:00,1,1
64775,775120,2020-08-01T08:00:00,1,1
64776,775120,2020-08-01T09:00:00,5,5
64777,775120,2020-08-01T10:00:00,26,18
64778,775120,2020-08-01T11:00:00,34,33
64779,775120,2020-08-01T12:00:00,8,11
64780,775120,2020-08-01T13:00:00,24,22
64781,775120,2020-08-01T14:00:00,12,14
64782,775120,2020-08-01T15:00:00,7,7
64783,775120,2020-08-01T16:00:00,3,4
64784,775120,2020-08-01T17:00:00,7,6
64785,775120,2020-08-01T18:00:00,3,2
64786,775120,2020-08-01T19:00:00,3,2
64787,775120,2020-08-01T20:00:00,1,3
64788,775120,2020-08-01T21:00:00,2,4
64789,775127,2020-08-01T08:00:00,2,1
64790,775127,2020-08-01T09:00:00,6,7
64791,775127,2020-08-01T10:00:00,8,7
64792,775127,2020-08-01T11:00:00,23,20
64793,775127,2020-08-01T12:00:00,13,13
64794,775127,2020-08-01T13:00:00,7,8
64795,775127,2020-08-01T14:00:00,13,10
64796,775127,2020-08-01T15:00:00,10,16
64797,775127,2020-08-01T16:00:00,9,9
64798,775127,2020-08-01T17:00:00,0,1
64799,775130,2020-08-01T07:00:00,2,0
64800,775130,2020-08-01T08:00:00,3,5
64801,775130,2020-08-01T09:00:00,4,3
64802,775130,2020-08-01T10:00:00,24,16
64803,775130,2020-08-01T11:00:00,40,46
64804,775130,2020-08-01T12:00:00,22,20
64805,775130,2020-08-01T13:00:00,44,48
64806,775130,2020-08-01T14:00:00,15,9
64807,775130,2020-08-01T15:00:00,2,8
64808,775130,2020-08-01T16:00:00,2,2
64809,775130,2020-08-01T17:00:00,0,1
64810,775140,2020-08-01T07:00:00,1,0
64811,775140,2020-08-01T08:00:00,3,2
64812,775140,2020-08-01T09:00:00,7,5
64813,775140,2020-08-01T10:00:00,32,26
64814,775140,2020-08-01T11:00:00,28,33
64815,775140,2020-08-01T12:00:00,27,23
64816,775140,2020-08-01T13:00:00,19,21
64817,775140,2020-08-01T14:00:00,6,8
64818,775140,2020-08-01T15:00:00,13,15
64819,775140,2020-08-01T16:00:00,6,5
64820,775140,2020-08-01T17:00:00,6,3
64821,775140,2020-08-01T18:00:00,13,12
64822,775140,2020-08-01T19:00:00,11,11
64823,775140,2020-08-01T20:00:00,8,8
64824,775140,2020-08-01T21:00:00,5,7
64825,775140,2020-08-01T22:00:00,0,2
64826,775147,2020-08-01T09:00:00,1,1
64827,775147,2020-08-01T12:00:00,1,1
64828,775147,2020-08-01T16:00:00,1,2
64829,775147,2020-08-01T18:00:00,1,0
64830,775160,2020-08-01T07:00:00,2,2
64831,775160,2020-08-01T08:00:00,10,8
64832,775160,2020-08-01T09:00:00,22,22
64833,775160,2020-08-01T10:00:00,63,57
64834,775160,2020-08-01T11:00:00,56,57
64835,775160,2020-08-01T12:00:00,60,52
64836,775160,2020-08-01T13:00:00,57,57
64837,775160,2020-08-01T14:00:00,32,36
64838,775160,2020-08-01T15:00:00,20,24
64839,775160,2020-08-01T16:00:00,16,14
64840,775160,2020-08-01T17:00:00,8,7
64841,775160,2020-08-01T18:00:00,14,15
64842,775160,2020-08-01T19:00:00,8,7
64843,775160,2020-08-01T20:00:00,5,4
64844,775160,2020-08-01T21:00:00,1,3
64845,775167,2020-08-01T09:00:00,5,5
64846,775167,2020-08-01T10:00:00,10,9
64847,775167,2020-08-01T11:00:00,10,11
64848,775167,2020-08-01T12:00:00,10,9
64849,775167,2020-08-01T13:00:00,8,10
64850,775167,2020-08-01T14:00:00,5,4
64851,775167,2020-08-01T15:00:00,4,4
64852,775167,2020-08-01T16:00:00,6,7
64853,775167,2020-08-01T17:00:00,8,9
64854,775167,2020-08-01T18:00:00,1,0
64855,775167,2020-08-01T19:00:00,7,8
64856,775167,2020-08-01T20:00:00,2,2
64857,775100,2020-08-02T08:00:00,0,2
64858,775100,2020-08-02T09:00:00,5,0
64859,775100,2020-08-02T10:00:00,248,67
64860,775100,2020-08-02T11:00:00,207,196
64861,775100,2020-08-02T12:00:00,273,276
64862,775100,2020-08-02T13:00:00,293,276
64863,775100,2020-08-02T14:00:00,356,324
64864,775100,2020-08-02T15:00:00,296,485
64865,775100,2020-08-02T16:00:00,11,54
64866,775100,2020-08-02T17:00:00,3,2
64867,775100,2020-08-02T18:00:00,1,1
64868,775100,2020-08-02T19:00:00,1,0
64869,775100,2020-08-02T21:00:00,0,3
64870,775120,2020-08-02T09:00:00,10,6
64871,775120,2020-08-02T10:00:00,10,10
64872,775120,2020-08-02T11:00:00,22,18
64873,775120,2020-08-02T12:00:00,19,16
64874,775120,2020-08-02T13:00:00,16,19
64875,775120,2020-08-02T14:00:00,18,17
64876,775120,2020-08-02T15:00:00,13,15
64877,775120,2020-08-02T16:00:00,23,22
64878,775120,2020-08-02T17:00:00,13,22
64879,775120,2020-08-02T18:00:00,5,6
64880,775120,2020-08-02T19:00:00,1,1
64881,775120,2020-08-02T20:00:00,6,6
64882,775120,2020-08-02T21:00:00,3,4
64883,775127,2020-08-02T07:00:00,3,3
64884,775127,2020-08-02T08:00:00,2,2
64885,775127,2020-08-02T09:00:00,9,7
64886,775127,2020-08-02T10:00:00,24,17
64887,775127,2020-08-02T11:00:00,15,22
64888,775127,2020-08-02T12:00:00,12,12
64889,775127,2020-08-02T13:00:00,11,12
64890,775127,2020-08-02T14:00:00,10,10
64891,775127,2020-08-02T15:00:00,8,8
64892,775127,2020-08-02T16:00:00,6,3
64893,775127,2020-08-02T17:00:00,5,10
64894,775130,2020-08-02T07:00:00,2,1
64895,775130,2020-08-02T08:00:00,2,3
64896,775130,2020-08-02T09:00:00,2,0
64897,775130,2020-08-02T10:00:00,8,9
64898,775130,2020-08-02T11:00:00,19,12
64899,775130,2020-08-02T12:00:00,19,20
64900,775130,2020-08-02T13:00:00,17,20
64901,775130,2020-08-02T14:00:00,14,12
64902,775130,2020-08-02T15:00:00,11,15
64903,775130,2020-08-02T16:00:00,11,11
64904,775130,2020-08-02T17:00:00,8,10
64905,775130,2020-08-02T21:00:00,1,1
64906,775140,2020-08-02T08:00:00,5,5
64907,775140,2020-08-02T09:00:00,12,7
64908,775140,2020-08-02T10:00:00,11,12
64909,775140,2020-08-02T11:00:00,21,17
64910,775140,2020-08-02T12:00:00,17,20
64911,775140,2020-08-02T13:00:00,14,7
64912,775140,2020-08-02T14:00:00,13,17
64913,775140,2020-08-02T15:00:00,9,11
64914,775140,2020-08-02T16:00:00,14,17
64915,775140,2020-08-02T17:00:00,3,3
64916,775140,2020-08-02T18:00:00,7,4
64917,775140,2020-08-02T19:00:00,14,12
64918,775140,2020-08-02T20:00:00,10,15
64919,775140,2020-08-02T21:00:00,7,8
64920,775140,2020-08-02T22:00:00,0,1
64921,775147,2020-08-02T09:00:00,2,2
64922,775147,2020-08-02T14:00:00,0,1
64923,775147,2020-08-02T15:00:00,1,0
64924,775147,2020-08-02T21:00:00,1,1
64925,775160,2020-08-02T09:00:00,12,10
64926,775160,2020-08-02T10:00:00,18,18
64927,775160,2020-08-02T11:00:00,29,27
64928,775160,2020-08-02T12:00:00,28,28
64929,775160,2020-08-02T13:00:00,27,30
64930,775160,2020-08-02T14:00:00,21,21
64931,775160,2020-08-02T15:00:00,33,33
64932,775160,2020-08-02T16:00:00,24,22
64933,775160,2020-08-02T17:00:00,25,28
64934,775160,2020-08-02T18:00:00,15,16
64935,775160,2020-08-02T19:00:00,14,14
64936,775160,2020-08-02T20:00:00,15,15
64937,775160,2020-08-02T21:00:00,9,10
64938,775162,2020-08-02T16:00:00,2,5
64939,775162,2020-08-02T17:00:00,1,2
64940,775164,2020-08-02T13:00:00,1,3
64941,775167,2020-08-02T07:00:00,1,1
64942,775167,2020-08-02T08:00:00,3,3
64943,775167,2020-08-02T09:00:00,4,4
64944,775167,2020-08-02T10:00:00,9,8
64945,775167,2020-08-02T11:00:00,21,19
64946,775167,2020-08-02T12:00:00,9,11
64947,775167,2020-08-02T13:00:00,6,5
64948,775167,2020-08-02T14:00:00,17,9
64949,775167,2020-08-02T15:00:00,17,25
64950,775167,2020-08-02T16:00:00,9,8
64951,775167,2020-08-02T17:00:00,15,17
64952,775167,2020-08-02T18:00:00,3,4
64953,775167,2020-08-02T19:00:00,13,13
64954,775167,2020-08-02T20:00:00,11,8
64955,775167,2020-08-02T21:00:00,2,5
64956,775167,2020-08-02T22:00:00,4,1
64957,775100,2020-08-03T06:00:00,5,0
64958,775100,2020-08-03T07:00:00,45,7
64959,775100,2020-08-03T08:00:00,159,25
64960,775100,2020-08-03T09:00:00,204,77
64961,775100,2020-08-03T10:00:00,384,259
64962,775100,2020-08-03T11:00:00,374,404
64963,775100,2020-08-03T12:00:00,450,410
64964,775100,2020-08-03T13:00:00,448,468
64965,775100,2020-08-03T14:00:00,412,474
64966,775100,2020-08-03T15:00:00,342,418
64967,775100,2020-08-03T16:00:00,293,401
64968,775100,2020-08-03T17:00:00,207,249
64969,775100,2020-08-03T18:00:00,106,163
64970,775100,2020-08-03T19:00:00,75,113
64971,775100,2020-08-03T20:00:00,70,89
64972,775100,2020-08-03T21:00:00,15,38
64973,775100,2020-08-03T22:00:00,2,5
64974,775120,2020-08-03T08:00:00,4,4
64975,775120,2020-08-03T09:00:00,10,8
64976,775120,2020-08-03T10:00:00,43,45
64977,775120,2020-08-03T11:00:00,42,37
64978,775120,2020-08-03T12:00:00,45,43
64979,775120,2020-08-03T13:00:00,33,35
64980,775120,2020-08-03T14:00:00,32,36
64981,775120,2020-08-03T15:00:00,33,40
64982,775120,2020-08-03T16:00:00,47,44
64983,775120,2020-08-03T17:00:00,28,37
64984,775120,2020-08-03T18:00:00,7,3
64985,775120,2020-08-03T19:00:00,8,5
64986,775120,2020-08-03T20:00:00,3,5
64987,775120,2020-08-03T21:00:00,3,4
64988,775120,2020-08-03T22:00:00,0,1
64989,775122,2020-08-03T08:00:00,4,4
64990,775122,2020-08-03T09:00:00,13,7
64991,775122,2020-08-03T10:00:00,16,18
64992,775122,2020-08-03T11:00:00,16,14
64993,775122,2020-08-03T12:00:00,14,16
64994,775122,2020-08-03T13:00:00,27,23
64995,775122,2020-08-03T14:00:00,32,33
64996,775122,2020-08-03T15:00:00,31,26
64997,775122,2020-08-03T16:00:00,24,30
64998,775122,2020-08-03T17:00:00,24,22
64999,775122,2020-08-03T18:00:00,3,11
65000,775122,2020-08-03T19:00:00,9,9
65001,775122,2020-08-03T20:00:00,15,14
65002,775122,2020-08-03T21:00:00,9,10
65003,775126,2020-08-03T08:00:00,5,3
65004,775126,2020-08-03T09:00:00,2,5
65005,775126,2020-08-03T10:00:00,3,3
65006,775126,2020-08-03T11:00:00,1,2
65007,775126,2020-08-03T12:00:00,4,3
65008,775126,2020-08-03T13:00:00,3,5
65009,775126,2020-08-03T14:00:00,1,1
65010,775126,2020-08-03T15:00:00,10,8
65011,775126,2020-08-03T16:00:00,5,6
65012,775126,2020-08-03T17:00:00,1,1
65013,775126,2020-08-03T18:00:00,4,4
65014,775126,2020-08-03T19:00:00,1,0
65015,775126,2020-08-03T20:00:00,0,1
65016,775126,2020-08-03T21:00:00,0,1
65017,775127,2020-08-03T07:00:00,2,2
65018,775127,2020-08-03T08:00:00,9,3
65019,775127,2020-08-03T09:00:00,7,10
65020,775127,2020-08-03T10:00:00,11,7
65021,775127,2020-08-03T11:00:00,26,24
65022,775127,2020-08-03T12:00:00,19,23
65023,775127,2020-08-03T13:00:00,15,10
65024,775127,2020-08-03T14:00:00,27,26
65025,775127,2020-08-03T15:00:00,31,31
65026,775127,2020-08-03T16:00:00,32,35
65027,775127,2020-08-03T17:00:00,15,22
65028,775127,2020-08-03T18:00:00,4,7
65029,775127,2020-08-03T19:00:00,6,6
65030,775130,2020-08-03T07:00:00,3,3
65031,775130,2020-08-03T08:00:00,5,3
65032,775130,2020-08-03T09:00:00,28,20
65033,775130,2020-08-03T10:00:00,58,53
65034,775130,2020-08-03T11:00:00,54,58
65035,775130,2020-08-03T12:00:00,39,41
65036,775130,2020-08-03T13:00:00,38,35
65037,775130,2020-08-03T14:00:00,58,51
65038,775130,2020-08-03T15:00:00,48,55
65039,775130,2020-08-03T16:00:00,46,47
65040,775130,2020-08-03T17:00:00,25,28
65041,775130,2020-08-03T18:00:00,11,12
65042,775130,2020-08-03T19:00:00,8,14
65043,775130,2020-08-03T21:00:00,1,1
65044,775140,2020-08-03T07:00:00,5,2
65045,775140,2020-08-03T08:00:00,2,0
65046,775140,2020-08-03T09:00:00,13,10
65047,775140,2020-08-03T10:00:00,84,68
65048,775140,2020-08-03T11:00:00,49,49
65049,775140,2020-08-03T12:00:00,61,66
65050,775140,2020-08-03T13:00:00,44,44
65051,775140,2020-08-03T14:00:00,60,56
65052,775140,2020-08-03T15:00:00,53,63
65053,775140,2020-08-03T16:00:00,50,52
65054,775140,2020-08-03T17:00:00,51,45
65055,775140,2020-08-03T18:00:00,14,18
65056,775140,2020-08-03T19:00:00,16,15
65057,775140,2020-08-03T20:00:00,6,8
65058,775140,2020-08-03T21:00:00,9,10
65059,775140,2020-08-03T22:00:00,0,1
65060,775144,2020-08-03T06:00:00,0,2
65061,775144,2020-08-03T08:00:00,2,4
65062,775144,2020-08-03T09:00:00,9,4
65063,775144,2020-08-03T10:00:00,42,32
65064,775144,2020-08-03T11:00:00,44,49
65065,775144,2020-08-03T12:00:00,48,44
65066,775144,2020-08-03T13:00:00,30,35
65067,775144,2020-08-03T14:00:00,42,44
65068,775144,2020-08-03T15:00:00,25,30
65069,775144,2020-08-03T16:00:00,23,28
65070,775144,2020-08-03T17:00:00,1,3
65071,775146,2020-08-03T08:00:00,1,1
65072,775146,2020-08-03T10:00:00,2,1
65073,775146,2020-08-03T11:00:00,7,7
65074,775146,2020-08-03T12:00:00,10,6
65075,775146,2020-08-03T13:00:00,4,4
65076,775146,2020-08-03T14:00:00,8,3
65077,775146,2020-08-03T15:00:00,17,19
65078,775146,2020-08-03T16:00:00,10,10
65079,775146,2020-08-03T17:00:00,15,21
65080,775147,2020-08-03T06:00:00,2,0
65081,775147,2020-08-03T08:00:00,1,3
65082,775147,2020-08-03T09:00:00,1,0
65083,775147,2020-08-03T10:00:00,7,7
65084,775147,2020-08-03T11:00:00,13,8
65085,775147,2020-08-03T12:00:00,17,18
65086,775147,2020-08-03T13:00:00,22,12
65087,775147,2020-08-03T14:00:00,34,40
65088,775147,2020-08-03T15:00:00,37,29
65089,775147,2020-08-03T16:00:00,30,40
65090,775147,2020-08-03T17:00:00,20,27
65091,775147,2020-08-03T18:00:00,2,0
65092,775149,2020-08-03T10:00:00,5,3
65093,775149,2020-08-03T11:00:00,5,8
65094,775149,2020-08-03T12:00:00,0,1
65095,775149,2020-08-03T13:00:00,10,9
65096,775149,2020-08-03T14:00:00,8,4
65097,775149,2020-08-03T15:00:00,8,7
65098,775149,2020-08-03T16:00:00,14,13
65099,775149,2020-08-03T17:00:00,6,9
65100,775149,2020-08-03T19:00:00,1,0
65101,775149,2020-08-03T20:00:00,0,1
65102,775150,2020-08-03T06:00:00,1,1
65103,775150,2020-08-03T10:00:00,2,2
65104,775150,2020-08-03T11:00:00,14,9
65105,775150,2020-08-03T12:00:00,6,6
65106,775150,2020-08-03T13:00:00,29,29
65107,775150,2020-08-03T14:00:00,26,26
65108,775150,2020-08-03T15:00:00,21,21
65109,775150,2020-08-03T16:00:00,26,32
65110,775150,2020-08-03T17:00:00,8,9
65111,775150,2020-08-03T18:00:00,1,3
65112,775160,2020-08-03T07:00:00,1,1
65113,775160,2020-08-03T08:00:00,55,46
65114,775160,2020-08-03T09:00:00,58,54
65115,775160,2020-08-03T10:00:00,113,102
65116,775160,2020-08-03T11:00:00,94,97
65117,775160,2020-08-03T12:00:00,71,70
65118,775160,2020-08-03T13:00:00,121,117
65119,775160,2020-08-03T14:00:00,73,77
65120,775160,2020-08-03T15:00:00,97,94
65121,775160,2020-08-03T16:00:00,99,98
65122,775160,2020-08-03T17:00:00,63,70
65123,775160,2020-08-03T18:00:00,22,22
65124,775160,2020-08-03T19:00:00,21,22
65125,775160,2020-08-03T20:00:00,16,15
65126,775160,2020-08-03T21:00:00,11,13
65127,775162,2020-08-03T09:00:00,10,8
65128,775162,2020-08-03T11:00:00,6,1
65129,775162,2020-08-03T12:00:00,5,5
65130,775162,2020-08-03T13:00:00,4,5
65131,775162,2020-08-03T14:00:00,11,9
65132,775162,2020-08-03T15:00:00,14,16
65133,775162,2020-08-03T16:00:00,20,15
65134,775162,2020-08-03T17:00:00,18,23
65135,775162,2020-08-03T18:00:00,0,1
65136,775164,2020-08-03T08:00:00,6,3
65137,775164,2020-08-03T12:00:00,10,4
65138,775164,2020-08-03T13:00:00,1,4
65139,775164,2020-08-03T14:00:00,0,1
65140,775167,2020-08-03T07:00:00,1,0
65141,775167,2020-08-03T08:00:00,5,3
65142,775167,2020-08-03T09:00:00,29,29
65143,775167,2020-08-03T10:00:00,8,8
65144,775167,2020-08-03T11:00:00,21,15
65145,775167,2020-08-03T12:00:00,24,25
65146,775167,2020-08-03T13:00:00,31,31
65147,775167,2020-08-03T14:00:00,33,27
65148,775167,2020-08-03T15:00:00,24,20
65149,775167,2020-08-03T16:00:00,36,44
65150,775167,2020-08-03T17:00:00,18,27
65151,775167,2020-08-03T18:00:00,20,17
65152,775167,2020-08-03T19:00:00,14,13
65153,775167,2020-08-03T20:00:00,6,8
65154,775167,2020-08-03T21:00:00,3,6
65155,775167,2020-08-03T22:00:00,7,4
65156,775168,2020-08-03T08:00:00,10,8
65157,775168,2020-08-03T09:00:00,5,7
65158,775168,2020-08-03T10:00:00,5,7
65159,775168,2020-08-03T11:00:00,7,4
65160,775168,2020-08-03T12:00:00,9,9
65161,775168,2020-08-03T13:00:00,10,7
65162,775168,2020-08-03T14:00:00,31,40
65163,775168,2020-08-03T15:00:00,32,41
65164,775168,2020-08-03T16:00:00,28,23
65165,775168,2020-08-03T17:00:00,29,42
65166,775168,2020-08-03T18:00:00,0,1
65167,775170,2020-08-03T09:00:00,4,3
65168,775170,2020-08-03T10:00:00,7,6
65169,775170,2020-08-03T11:00:00,2,0
65170,775170,2020-08-03T12:00:00,3,5
65171,775170,2020-08-03T13:00:00,17,14
65172,775170,2020-08-03T14:00:00,8,11
65173,775170,2020-08-03T15:00:00,21,21
65174,775170,2020-08-03T16:00:00,1,2
65175,775100,2020-08-04T06:00:00,8,0
65176,775100,2020-08-04T07:00:00,31,5
65177,775100,2020-08-04T08:00:00,144,18
65178,775100,2020-08-04T09:00:00,200,71
65179,775100,2020-08-04T10:00:00,360,230
65180,775100,2020-08-04T11:00:00,341,351
65181,775100,2020-08-04T12:00:00,447,449
65182,775100,2020-08-04T13:00:00,448,470
65183,775100,2020-08-04T14:00:00,443,436
65184,775100,2020-08-04T15:00:00,331,445
65185,775100,2020-08-04T16:00:00,249,387
65186,775100,2020-08-04T17:00:00,206,240
65187,775100,2020-08-04T18:00:00,92,157
65188,775100,2020-08-04T19:00:00,62,76
65189,775100,2020-08-04T20:00:00,31,54
65190,775100,2020-08-04T21:00:00,12,31
65191,775100,2020-08-04T22:00:00,1,2
65192,775120,2020-08-04T07:00:00,3,3
65193,775120,2020-08-04T08:00:00,4,3
65194,775120,2020-08-04T09:00:00,10,6
65195,775120,2020-08-04T10:00:00,22,19
65196,775120,2020-08-04T11:00:00,24,21
65197,775120,2020-08-04T12:00:00,18,20
65198,775120,2020-08-04T13:00:00,39,39
65199,775120,2020-08-04T14:00:00,33,29
65200,775120,2020-08-04T15:00:00,31,29
65201,775120,2020-08-04T16:00:00,25,27
65202,775120,2020-08-04T17:00:00,32,32
65203,775120,2020-08-04T18:00:00,4,8
65204,775120,2020-08-04T19:00:00,5,2
65205,775120,2020-08-04T20:00:00,12,9
65206,775120,2020-08-04T21:00:00,3,9
65207,775122,2020-08-04T08:00:00,3,0
65208,775122,2020-08-04T09:00:00,4,7
65209,775122,2020-08-04T10:00:00,8,4
65210,775122,2020-08-04T11:00:00,5,9
65211,775122,2020-08-04T12:00:00,4,4
65212,775122,2020-08-04T13:00:00,7,7
65213,775122,2020-08-04T14:00:00,6,6
65214,775122,2020-08-04T15:00:00,13,12
65215,775122,2020-08-04T16:00:00,5,4
65216,775122,2020-08-04T17:00:00,3,3
65217,775122,2020-08-04T18:00:00,4,5
65218,775122,2020-08-04T19:00:00,5,5
65219,775122,2020-08-04T20:00:00,1,1
65220,775122,2020-08-04T21:00:00,2,2
65221,775126,2020-08-04T08:00:00,5,5
65222,775126,2020-08-04T09:00:00,2,1
65223,775126,2020-08-04T10:00:00,1,1
65224,775126,2020-08-04T11:00:00,13,10
65225,775126,2020-08-04T12:00:00,4,3
65226,775126,2020-08-04T13:00:00,7,6
65227,775126,2020-08-04T14:00:00,7,6
65228,775126,2020-08-04T15:00:00,24,20
65229,775126,2020-08-04T16:00:00,8,11
65230,775126,2020-08-04T17:00:00,8,12
65231,775126,2020-08-04T18:00:00,4,6
65232,775126,2020-08-04T19:00:00,4,4
65233,775126,2020-08-04T20:00:00,3,3
65234,775126,2020-08-04T21:00:00,0,1
65235,775127,2020-08-04T07:00:00,2,1
65236,775127,2020-08-04T08:00:00,7,9
65237,775127,2020-08-04T09:00:00,4,4
65238,775127,2020-08-04T10:00:00,19,13
65239,775127,2020-08-04T11:00:00,17,21
65240,775127,2020-08-04T12:00:00,21,20
65241,775127,2020-08-04T13:00:00,19,18
65242,775127,2020-08-04T14:00:00,8,8
65243,775127,2020-08-04T15:00:00,25,27
65244,775127,2020-08-04T16:00:00,23,22
65245,775127,2020-08-04T17:00:00,5,6
65246,775127,2020-08-04T18:00:00,2,2
65247,775127,2020-08-04T19:00:00,1,1
65248,775130,2020-08-04T08:00:00,4,2
65249,775130,2020-08-04T09:00:00,17,10
65250,775130,2020-08-04T10:00:00,47,37
65251,775130,2020-08-04T11:00:00,45,47
65252,775130,2020-08-04T12:00:00,52,45
65253,775130,2020-08-04T13:00:00,37,45
65254,775130,2020-08-04T14:00:00,53,43
65255,775130,2020-08-04T15:00:00,45,51
65256,775130,2020-08-04T16:00:00,42,40
65257,775130,2020-08-04T17:00:00,34,42
65258,775130,2020-08-04T18:00:00,5,11
65259,775130,2020-08-04T19:00:00,4,7
65260,775130,2020-08-04T21:00:00,1,1
65261,775140,2020-08-04T06:00:00,1,1
65262,775140,2020-08-04T07:00:00,5,3
65263,775140,2020-08-04T08:00:00,6,2
65264,775140,2020-08-04T09:00:00,16,10
65265,775140,2020-08-04T10:00:00,48,48
65266,775140,2020-08-04T11:00:00,45,36
65267,775140,2020-08-04T12:00:00,37,45
65268,775140,2020-08-04T13:00:00,39,35
65269,775140,2020-08-04T14:00:00,43,36
65270,775140,2020-08-04T15:00:00,59,55
65271,775140,2020-08-04T16:00:00,39,50
65272,775140,2020-08-04T17:00:00,20,28
65273,775140,2020-08-04T18:00:00,5,5
65274,775140,2020-08-04T19:00:00,12,10
65275,775140,2020-08-04T20:00:00,3,5
65276,775140,2020-08-04T21:00:00,3,5
65277,775140,2020-08-04T22:00:00,0,2
65278,775144,2020-08-04T07:00:00,3,1
65279,775144,2020-08-04T08:00:00,2,3
65280,775144,2020-08-04T09:00:00,3,3
65281,775144,2020-08-04T10:00:00,26,22
65282,775144,2020-08-04T11:00:00,29,23
65283,775144,2020-08-04T12:00:00,37,37
65284,775144,2020-08-04T13:00:00,39,40
65285,775144,2020-08-04T14:00:00,38,40
65286,775144,2020-08-04T15:00:00,25,29
65287,775144,2020-08-04T16:00:00,30,35
65288,775144,2020-08-04T17:00:00,11,16
65289,775144,2020-08-04T18:00:00,0,3
65290,775146,2020-08-04T09:00:00,3,3
65291,775146,2020-08-04T16:00:00,2,2
65292,775147,2020-08-04T08:00:00,1,4
65293,775147,2020-08-04T09:00:00,9,11
65294,775147,2020-08-04T10:00:00,24,19
65295,775147,2020-08-04T11:00:00,16,20
65296,775147,2020-08-04T12:00:00,11,13
65297,775147,2020-08-04T13:00:00,10,9
65298,775147,2020-08-04T14:00:00,10,5
65299,775147,2020-08-04T15:00:00,6,6
65300,775147,2020-08-04T16:00:00,19,24
65301,775147,2020-08-04T17:00:00,3,0
65302,775147,2020-08-04T20:00:00,3,0
65303,775147,2020-08-04T21:00:00,0,1
65304,775147,2020-08-04T22:00:00,3,1
65305,775149,2020-08-04T12:00:00,3,2
65306,775150,2020-08-04T06:00:00,0,1
65307,775150,2020-08-04T09:00:00,9,7
65308,775150,2020-08-04T10:00:00,15,12
65309,775150,2020-08-04T11:00:00,13,12
65310,775150,2020-08-04T12:00:00,6,8
65311,775150,2020-08-04T13:00:00,15,12
65312,775150,2020-08-04T14:00:00,12,16
65313,775150,2020-08-04T15:00:00,17,16
65314,775150,2020-08-04T16:00:00,0,3
65315,775160,2020-08-04T07:00:00,4,3
65316,775160,2020-08-04T08:00:00,31,27
65317,775160,2020-08-04T09:00:00,24,24
65318,775160,2020-08-04T10:00:00,92,79
65319,775160,2020-08-04T11:00:00,114,118
65320,775160,2020-08-04T12:00:00,62,64
65321,775160,2020-08-04T13:00:00,87,75
65322,775160,2020-08-04T14:00:00,96,94
65323,775160,2020-08-04T15:00:00,93,98
65324,775160,2020-08-04T16:00:00,89,92
65325,775160,2020-08-04T17:00:00,51,54
65326,775160,2020-08-04T18:00:00,27,24
65327,775160,2020-08-04T19:00:00,18,21
65328,775160,2020-08-04T20:00:00,9,12
65329,775160,2020-08-04T21:00:00,6,8
65330,775164,2020-08-04T07:00:00,3,0
65331,775164,2020-08-04T09:00:00,2,2
65332,775164,2020-08-04T10:00:00,4,7
65333,775164,2020-08-04T11:00:00,11,7
65334,775164,2020-08-04T12:00:00,1,1
65335,775164,2020-08-04T13:00:00,11,8
65336,775164,2020-08-04T14:00:00,6,5
65337,775164,2020-08-04T15:00:00,15,13
65338,775164,2020-08-04T16:00:00,0,4
65339,775164,2020-08-04T19:00:00,0,1
65340,775167,2020-08-04T07:00:00,2,0
65341,775167,2020-08-04T08:00:00,5,3
65342,775167,2020-08-04T09:00:00,11,13
65343,775167,2020-08-04T10:00:00,16,15
65344,775167,2020-08-04T11:00:00,24,24
65345,775167,2020-08-04T12:00:00,17,19
65346,775167,2020-08-04T13:00:00,28,28
65347,775167,2020-08-04T14:00:00,18,18
65348,775167,2020-08-04T15:00:00,20,24
